datetime,y
2012-01-01,10686.0
2012-01-02,10737.0
2012-01-03,10116.0
2012-01-04,9891.0
2012-01-05,10509.0
2012-01-06,10599.0
2012-01-07,10297.0
2012-01-08,10362.0
2012-01-09,10208.0
2012-01-10,10278.0
2012-01-11,10644.0
2012-01-12,10516.0
2012-01-13,10661.0
2012-01-14,11012.0
2012-01-15,11134.0
2012-01-16,10314.0
2012-01-17,10052.0
2012-01-18,11399.0
2012-01-19,10501.0
2012-01-20,10527.0
2012-01-21,9584.0
2012-01-22,11225.0
2012-01-23,9144.0
2012-01-24,9083.0
2012-01-25,7738.0
2012-01-26,6158.0
2012-01-27,10297.0
2012-01-28,9802.0
2012-01-29,10083.0
2012-01-30,9989.0
2012-01-31,8802.0
2012-02-01,9874.0
2012-02-02,8783.0
2012-02-03,8411.0
2012-02-04,10031.0
2012-02-05,10566.0
2012-02-06,11318.0
2012-02-07,11120.0
2012-02-08,11125.0
2012-02-09,10651.0
2012-02-10,10864.0
2012-02-11,10897.0
2012-02-12,10850.0
2012-02-13,11106.0
2012-02-14,11190.0
2012-02-15,12396.0
2012-02-16,11847.0
2012-02-17,11791.0
2012-02-18,11957.0
2012-02-19,12644.0
2012-02-20,12358.0
2012-02-21,12015.0
2012-02-22,11154.0
2012-02-23,12336.0
2012-02-24,12223.0
2012-02-25,12268.0
2012-02-26,11416.0
2012-02-27,11151.0
2012-02-28,11771.0
2012-02-29,11572.0
2012-03-01,11257.0
2012-03-02,9771.0
2012-03-03,9965.0
2012-03-04,9361.0
2012-03-05,9246.0
2012-03-06,9962.0
2012-03-07,9471.0
2012-03-08,6554.0
2012-03-09,11015.0
2012-03-10,11362.0
2012-03-11,10708.0
2012-03-12,10657.0
2012-03-13,10449.0
2012-03-14,10431.0
2012-03-15,10075.0
2012-03-16,10556.0
2012-03-17,10234.0
2012-03-18,10145.0
2012-03-19,10282.0
2012-03-20,9784.0
2012-03-21,10814.0
2012-03-22,11250.0
2012-03-23,11320.0
2012-03-24,8981.0
2012-03-25,10795.0
2012-03-26,10862.0
2012-03-27,10677.0
2012-03-28,10471.0
2012-03-29,10695.0
2012-03-30,10819.0
2012-03-31,10691.0
2012-04-01,10637.0
2012-04-02,10714.0
2012-04-03,8845.0
2012-04-04,9782.0
2012-04-05,10388.0
2012-04-06,10214.0
2012-04-07,10714.0
2012-04-08,10744.0
2012-04-09,10891.0
2012-04-10,10830.0
2012-04-11,10876.0
2012-04-12,10371.0
2012-04-13,10726.0
2012-04-14,10020.0
2012-04-15,10936.0
2012-04-16,11368.0
2012-04-17,11129.0
2012-04-18,11421.0
2012-04-19,11163.0
2012-04-20,10901.0
2012-04-21,10958.0
2012-04-22,9025.0
2012-04-23,8872.0
2012-04-24,8934.0
2012-04-25,9246.0
2012-04-26,8934.0
2012-04-27,9555.0
2012-04-28,10181.0
2012-04-29,11207.0
2012-04-30,10934.0
2012-05-01,10995.0
2012-05-02,11983.0
2012-05-03,12164.0
2012-05-04,12729.0
2012-05-05,11521.0
2012-05-06,11950.0
2012-05-07,12583.0
2012-05-08,11992.0
2012-05-09,13022.0
2012-05-10,12329.0
2012-05-11,11753.0
2012-05-12,12979.0
2012-05-13,12013.0
2012-05-14,12657.0
2012-05-15,12590.0
2012-05-16,14144.0
2012-05-17,13942.0
2012-05-18,14671.0
2012-05-19,13845.0
2012-05-20,13653.0
2012-05-21,13872.0
2012-05-22,13910.0
2012-05-23,14012.0
2012-05-24,13851.0
2012-05-25,13135.0
2012-05-26,13783.0
2012-05-27,13237.0
2012-05-28,12768.0
2012-05-29,12802.0
2012-05-30,12727.0
2012-05-31,12770.0
2012-06-01,12914.0
2012-06-02,12534.0
2012-06-03,12467.0
2012-06-04,13079.0
2012-06-05,12741.0
2012-06-06,12945.0
2012-06-07,10931.0
2012-06-08,11178.0
2012-06-09,11178.0
2012-06-10,11611.0
2012-06-11,11657.0
2012-06-12,11388.0
2012-06-13,11005.0
2012-06-14,10747.0
2012-06-15,11047.0
2012-06-16,10895.0
2012-06-17,10842.0
2012-06-18,10722.0
2012-06-19,10891.0
2012-06-20,10904.0
2012-06-21,10765.0
2012-06-22,10880.0
2012-06-23,10933.0
2012-06-24,11068.0
2012-06-25,11114.0
2012-06-26,10893.0
2012-06-27,10816.0
2012-06-28,10616.0
2012-06-29,10685.0
2012-06-30,10584.0
2012-07-01,10525.0
2012-07-02,10541.0
2012-07-03,11016.0
2012-07-04,11216.0
2012-07-05,11133.0
2012-07-06,11187.0
2012-07-07,11406.0
2012-07-08,11325.0
2012-07-09,11297.0
2012-07-10,10230.0
2012-07-11,9816.0
2012-07-12,10306.0
2012-07-13,10431.0
2012-07-14,9044.0
2012-07-15,9036.0
2012-07-16,8896.0
2012-07-17,9005.0
2012-07-18,9109.0
2012-07-19,9214.0
2012-07-20,9604.0
2012-07-21,9350.0
2012-07-22,9129.0
2012-07-23,9000.0
2012-07-24,8912.0
2012-07-25,9124.0
2012-07-26,9338.0
2012-07-27,9663.0
2012-07-28,8916.0
2012-07-29,9354.0
2012-07-30,10175.0
2012-07-31,10608.0
2012-08-01,10156.0
2012-08-02,9926.0
2012-08-03,10136.0
2012-08-04,10499.0
2012-08-05,9725.0
2012-08-06,9758.0
2012-08-07,9784.0
2012-08-08,10374.0
2012-08-09,10042.0
2012-08-10,9770.0
2012-08-11,10874.0
2012-08-12,10722.0
2012-08-13,10272.0
2012-08-14,10830.0
2012-08-15,11390.0
2012-08-16,11194.0
2012-08-17,11570.0
2012-08-18,13555.0
2012-08-19,13382.0
2012-08-20,12884.0
2012-08-21,12901.0
2012-08-22,13063.0
2012-08-23,12801.0
2012-08-24,12675.0
2012-08-25,13026.0
2012-08-26,12707.0
2012-08-27,12972.0
2012-08-28,12934.0
2012-08-29,12900.0
2012-08-30,11026.0
2012-08-31,13009.0
2012-09-01,12418.0
2012-09-02,11944.0
2012-09-03,11701.0
2012-09-04,11566.0
2012-09-05,11624.0
2012-09-06,10768.0
2012-09-07,10261.0
2012-09-08,10779.0
2012-09-09,10372.0
2012-09-10,9967.0
2012-09-11,9891.0
2012-09-12,10091.0
2012-09-13,10321.0
2012-09-14,9757.0
2012-09-15,9575.0
2012-09-16,9216.0
2012-09-17,9044.0
2012-09-18,9047.0
2012-09-19,9122.0
2012-09-20,9274.0
2012-09-21,9146.0
2012-09-22,9083.0
2012-09-23,9170.0
2012-09-24,8944.0
2012-09-25,9188.0
2012-09-26,8863.0
2012-09-27,8858.0
2012-09-28,8958.0
2012-09-29,8970.0
2012-09-30,9040.0
