datetime,y
2012-01-01,47365.0
2012-01-02,48375.0
2012-01-03,43772.0
2012-01-04,49960.0
2012-01-05,46086.0
2012-01-06,46231.0
2012-01-07,47113.0
2012-01-08,46964.0
2012-01-09,53877.0
2012-01-10,49424.0
2012-01-11,54971.0
2012-01-12,49365.0
2012-01-13,47467.0
2012-01-14,43099.0
2012-01-15,39885.0
2012-01-16,43080.0
2012-01-17,40279.0
2012-01-18,37833.0
2012-01-19,33631.0
2012-01-20,38566.0
2012-01-21,39378.0
2012-01-22,34515.0
2012-01-23,36437.0
2012-01-24,35327.0
2012-01-25,37027.0
2012-01-26,34030.0
2012-01-27,36050.0
2012-01-28,37820.0
2012-01-29,36359.0
2012-01-30,34715.0
2012-01-31,37248.0
2012-02-01,37231.0
2012-02-02,33606.0
2012-02-03,33289.0
2012-02-04,34311.0
2012-02-05,32091.0
2012-02-06,34089.0
2012-02-07,33226.0
2012-02-08,34319.0
2012-02-09,32703.0
2012-02-10,33621.0
2012-02-11,34095.0
2012-02-12,34439.0
2012-02-13,33608.0
2012-02-14,35372.0
2012-02-15,33810.0
2012-02-16,32905.0
2012-02-17,34091.0
2012-02-18,34719.0
2012-02-19,37387.0
2012-02-20,38089.0
2012-02-21,36018.0
2012-02-22,35651.0
2012-02-23,34972.0
2012-02-24,34590.0
2012-02-25,35476.0
2012-02-26,34545.0
2012-02-27,33656.0
2012-02-28,35043.0
2012-02-29,34995.0
2012-03-01,33459.0
2012-03-02,34575.0
2012-03-03,34826.0
2012-03-04,34405.0
2012-03-05,36543.0
2012-03-06,34340.0
2012-03-07,35338.0
2012-03-08,32790.0
2012-03-09,34015.0
2012-03-10,33257.0
2012-03-11,33607.0
2012-03-12,34160.0
2012-03-13,32618.0
2012-03-14,34128.0
2012-03-15,32656.0
2012-03-16,34226.0
2012-03-17,37275.0
2012-03-18,37319.0
2012-03-19,41647.0
2012-03-20,38441.0
2012-03-21,40404.0
2012-03-22,38527.0
2012-03-23,43292.0
2012-03-24,45202.0
2012-03-25,45574.0
2012-03-26,46004.0
2012-03-27,45593.0
2012-03-28,48376.0
2012-03-29,44653.0
2012-03-30,44202.0
2012-03-31,47235.0
2012-04-01,48382.0
2012-04-02,46037.0
2012-04-03,43472.0
2012-04-04,45029.0
2012-04-05,43161.0
2012-04-06,47328.0
2012-04-07,46247.0
2012-04-08,44205.0
2012-04-09,45076.0
2012-04-10,42314.0
2012-04-11,48208.0
2012-04-12,43994.0
2012-04-13,43967.0
2012-04-14,43465.0
2012-04-15,45408.0
2012-04-16,44815.0
2012-04-17,38802.0
2012-04-18,41144.0
2012-04-19,40202.0
2012-04-20,41367.0
2012-04-21,38156.0
2012-04-22,39412.0
2012-04-23,41785.0
2012-04-24,37036.0
2012-04-25,38564.0
2012-04-26,38093.0
2012-04-27,37711.0
2012-04-28,36068.0
